1.632,0.267
1.631,0.217
1.629,0.317
1.629,0.183
1.627,0.317
1.627,0.367
1.626,0.300
1.625,0.267
1.625,0.283
1.624,0.233
1.624,0.250
1.623,0.283
1.623,0.283
1.623,0.300
1.622,0.283
1.622,0.400
1.622,0.350
1.622,0.333
1.622,0.283
1.621,0.317
1.621,0.317
1.621,0.400
1.621,0.250
1.620,0.250
1.621,0.283
1.620,0.250
1.620,0.283
1.620,0.300
1.620,0.233
1.620,0.333
1.620,0.250
1.619,0.283
1.619,0.250
1.619,0.233
1.619,0.300
1.619,0.350
1.619,0.333
1.618,0.300
1.618,0.283
1.618,0.333
1.618,0.367
1.618,0.200
1.618,0.367
1.618,0.283
1.618,0.283
1.618,0.283
1.618,0.367
1.618,0.333
1.618,0.233
1.617,0.317
1.617,0.333
1.617,0.250
1.617,0.317
1.617,0.317
1.617,0.300
1.617,0.250
1.617,0.317
1.617,0.333
1.616,0.317
1.616,0.367
1.616,0.217
1.616,0.367
1.616,0.283
1.616,0.300
1.616,0.267
1.616,0.333
1.616,0.233
1.616,0.283
1.616,0.317
1.616,0.267
1.616,0.200
1.616,0.300
1.616,0.167
1.616,0.267
1.615,0.350
1.615,0.250
1.615,0.283
1.615,0.300
1.615,0.283
1.615,0.283
1.615,0.283
1.615,0.300
1.615,0.383
1.615,0.250
1.615,0.250
1.615,0.267
1.614,0.300
1.615,0.300
1.614,0.267
1.615,0.200
1.614,0.267
1.614,0.250
1.614,0.217
1.614,0.183
1.614,0.300
1.614,0.200
1.614,0.133
1.614,0.300
1.614,0.200
1.614,0.317
1.614,0.333
1.614,0.283
1.613,0.233
1.613,0.333
1.613,0.267
1.613,0.333
1.613,0.267
1.613,0.250
1.612,0.250
1.612,0.250
1.614,0.217
1.613,0.250
1.612,0.233
1.613,0.283
1.613,0.233
1.612,0.283
1.613,0.183
1.612,0.233
1.613,0.267
1.612,0.283
1.611,0.200
1.613,0.217
1.613,0.250
1.610,0.267
1.612,0.183
1.613,0.217
1.612,0.233
1.611,0.200
1.611,0.233
1.611,0.200
1.612,0.267
1.611,0.267
1.610,0.267
1.610,0.250
1.610,0.233
1.612,0.217
1.611,0.200
1.610,0.200
1.611,0.233
1.608,0.167
1.608,0.300
1.609,0.233
1.609,0.217
1.607,0.183
1.608,0.217
1.609,0.167
1.611,0.217
1.603,0.183
1.607,0.217
1.608,0.250
1.602,0.167
1.610,0.233
1.597,0.267
1.616,0.283
1.608,0.233
1.600,0.183
1.609,0.200
1.594,0.250
1.612,0.233
1.589,0.283
1.602,0.250
1.622,0.217
1.604,0.267
1.598,0.167
1.604,0.167
1.601,0.250
1.576,0.317
1.589,0.267
1.590,0.250
1.580,0.267
1.566,0.350
1.574,0.267
1.571,0.283
1.542,0.300
1.558,0.200
1.553,0.367
1.552,0.217
1.489,0.367
1.605,0.283
1.556,0.250
1.544,0.333
1.533,0.283
1.472,0.333
1.413,0.350
1.478,0.317
1.395,0.333
1.588,0.300
1.543,0.300
1.434,0.367
1.435,0.317
1.470,0.333
1.437,0.367
1.507,0.300
1.511,0.317
1.395,0.350
1.535,0.267
1.454,0.383
1.543,0.267
1.387,0.350
1.454,0.300
1.470,0.400
1.478,0.350
1.427,0.317
1.431,0.333
1.480,0.267
1.467,0.300
1.469,0.317
1.580,0.250
1.482,0.317
1.640,0.267
1.481,0.350
1.498,0.300
1.402,0.367
1.405,0.367
1.448,0.333
1.536,0.217
1.450,0.300
1.514,0.350
1.489,0.350
1.512,0.317
1.589,0.233
1.543,0.267
1.506,0.333
1.461,0.267
1.520,0.250
1.517,0.200
1.530,0.267
1.441,0.350
1.509,0.300
1.399,0.317
1.533,0.250
1.504,0.300
1.498,0.350
1.435,0.333
1.460,0.333
1.558,0.233
1.449,0.333
1.551,0.283
1.425,0.333
1.557,0.250
1.549,0.183
1.507,0.317
1.576,0.250
1.577,0.283
1.509,0.300
1.500,0.317
1.488,0.267
1.495,0.333
1.456,0.350
1.470,0.333
1.561,0.317
1.470,0.317
1.512,0.267
1.493,0.383
1.437,0.267
1.531,0.233
1.535,0.283
1.523,0.300
1.441,0.317
1.356,0.400
1.410,0.350
1.365,0.350
1.495,0.350
1.463,0.333
1.590,0.300
1.499,0.300
1.469,0.333
1.453,0.367
1.514,0.367
1.429,0.300
1.506,0.300
1.513,0.283
1.462,0.367
1.581,0.300
1.422,0.383
1.508,0.283
1.451,0.400
1.571,0.217
1.575,0.267
1.487,0.267
1.516,0.317
1.566,0.283
1.445,0.433
1.471,0.300
1.402,0.383
1.463,0.350
1.534,0.300
1.436,0.350
1.403,0.383
1.628,0.233
1.559,0.250
1.542,0.267
1.465,0.333
1.476,0.300
1.402,0.267
1.412,0.333
1.436,0.350
1.462,0.283
1.340,0.367
1.496,0.400
1.504,0.317
1.365,0.300
1.474,0.317
1.634,0.283
1.582,0.283
1.351,0.417
1.449,0.333
1.424,0.267
1.469,0.300
1.583,0.333
1.377,0.333
1.594,0.283
1.563,0.283
1.530,0.283
1.464,0.317
1.403,0.383
1.351,0.383
1.564,0.317
1.479,0.300
1.410,0.383
1.542,0.283
1.434,0.317
1.398,0.333
1.505,0.317
1.638,0.283
1.479,0.333
1.378,0.400
1.419,0.367
1.534,0.267
1.457,0.300
1.423,0.333
1.337,0.367
1.478,0.333
1.490,0.317
1.440,0.317
1.516,0.350
1.447,0.300
1.430,0.317
1.445,0.317
1.409,0.283
1.396,0.317
1.626,0.267
1.507,0.233
1.536,0.233
1.444,0.283
1.455,0.283
1.475,0.300
1.511,0.267
1.502,0.250
1.469,0.217
1.599,0.283
1.488,0.250
1.506,0.333
1.456,0.317
1.449,0.333
1.466,0.300
1.455,0.367
